Tue Apr 11 14:22:40 2023    ni-5106.profile

         80605181 function calls (77615993 primitive calls) in 205.800 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      133    0.000    0.000    0.000    0.000 elements.py:3755(_key_label)
        2    0.000    0.000    0.000    0.000 query.py:4013(<listcomp>)
        4    0.000    0.000    0.000    0.000 globals.py:49(_find_app)
        1    0.000    0.000    0.000    0.000 functions.py:627(__init__)
        2    0.000    0.000    0.000    0.000 sre_compile.py:250(_optimize_charset)
       74    0.000    0.000    0.000    0.000 sqltypes.py:126(__init__)
      121    0.000    0.000    0.000    0.000 weakref.py:406(__setitem__)
        6    0.000    0.000    0.000    0.000 selectable.py:1915(_generate)
       17    0.000    0.000    0.000    0.000 path_registry.py:125(per_mapper)
        1    0.000    0.000    0.000    0.000 sre_parse.py:470(_parse)
        5    0.000    0.000    0.000    0.000 elements.py:1883(<listcomp>)
        1    0.000    0.000    0.000    0.000 functions.py:531(__init__)
        2    0.000    0.000    0.000    0.000 elements.py:3580(_make_proxy)
      251    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 elements.py:4194(_literal_and_labels_as_label_reference)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 query.py:2888(column_descriptions)
        2    0.000    0.000    0.000    0.000 collections.py:620(append_multiple_without_event)
        3    0.000    0.000    0.000    0.000 datastructures.py:1199(set)
        1    0.000    0.000    0.000    0.000 strategies.py:818(_get_leftmost)
        9    0.000    0.000    0.000    0.000 selectable.py:666(_reset_exported)
        4    0.000    0.000    0.000    0.000 selectable.py:3220(correlate)
        3    0.000    0.000    0.000    0.000 util.py:34(find_join_source)
        4    0.000    0.000    0.000    0.000 elements.py:3057(_from_objects)
       71    0.000    0.000    0.000    0.000 sqltypes.py:241(result_processor)
        1    0.000    0.000    0.000    0.000 json.py:83(_get_data_for_json)
        5    0.000    0.000    0.000    0.000 sqltypes.py:1458(process)
        2    0.000    0.000    0.000    0.000 selectable.py:1891(label)
        1    0.000    0.000    0.000    0.000 type_api.py:822(comparator_factory)
        1    0.000    0.000    0.000    0.000 json.py:71(is_json)
        1    0.000    0.000    0.000    0.000 base_request.py:427(get_data)
       73    0.000    0.000    0.000    0.000 attributes.py:74(_supports_population)
        2    0.000    0.000    0.000    0.000 functions.py:169(_from_objects)
      110    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 types.py:213(__init__)
        1    0.000    0.000    0.000    0.000 common_descriptors.py:99(mimetype)
        2    0.000    0.000    0.000    0.000 elements.py:736(_make_proxy)
        8    0.000    0.000    0.000    0.000 util.py:238(surface_column_elements)
        1    0.000    0.000    0.000    0.000 type_api.py:812(operate)
        1    0.000    0.000    0.000    0.000 sqltypes.py:698(result_processor)
      110    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:447(loads)
        1    0.000    0.000    0.000    0.000 common_descriptors.py:93(_parse_content_type)
        1    0.000    0.000    0.000    0.000 collection.py:5(split_immutablemultidict_based_on_key)
       72    0.000    0.000    0.000    0.000 typing.py:1019(_abc_negative_cache)
        3    0.000    0.000    0.000    0.000 enumerated.py:16(_init_values)
        2    0.000    0.000    0.000    0.000 <string>:1(with_labels)
        1    0.000    0.000    0.000    0.000 common_descriptors.py:142(mimetype)
        1    0.000    0.000    0.000    0.000 sre_compile.py:64(_compile)
        1    0.000    0.000    0.000    0.000 strategies.py:942(<listcomp>)
        2    0.000    0.000    0.000    0.000 loading.py:77(<listcomp>)
        6    0.000    0.000    0.000    0.000 base.py:305(_class_to_mapper)
       45    0.000    0.000    0.000    0.000 typing.py:1033(_abc_negative_cache_version)
        4    0.000    0.000    0.000    0.000 selectable.py:3281(<genexpr>)
       81    0.000    0.000    0.000    0.000 typing.py:1089(__eq__)
        1    0.000    0.000    0.000    0.000 <string>:1(_set_enable_single_crit)
        2    0.000    0.000    0.000    0.000 mapper.py:2301(_equivalent_columns)
        2    0.000    0.000    0.000    0.000 _collections.py:904(__setitem__)
        4    0.000    0.000    0.000    0.000 types.py:65(__init__)
       68    0.000    0.000    0.000    0.000 query.py:437(_get_options)
        2    0.000    0.000    0.000    0.000 _collections.py:943(<listcomp>)
        1    0.000    0.000    0.000    0.000 query.py:375(__all_equivs)
        1    0.000    0.000    0.000    0.000 attributes.py:162(of_type)
        3    0.000    0.000    0.000    0.000 relationships.py:924(adapt_to_entity)
        3    0.000    0.000    0.000    0.000 elements.py:805(label)
        1    0.000    0.000    0.000    0.000 http.py:378(parse_options_header)
        2    0.000    0.000    0.000    0.000 <string>:1(enable_eagerloads)
        5    0.000    0.000    0.000    0.000 enumerated.py:133(_object_value_for_elem)
        3    0.000    0.000    0.000    0.000 elements.py:3541(element)
        6    0.000    0.000    0.000    0.000 functions.py:272(self_group)
       68    0.000    0.000    0.000    0.000 query.py:325(_mapper_zero)
        3    0.000    0.000    0.000    0.000 query.py:407(_no_clauseelement_condition)
      205    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 query.py:1329(_options)
        5    0.000    0.000    0.000    0.000 attributes.py:55(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:85(__get__)
        6    0.000    0.000    0.000    0.000 collections.py:1044(append)
        1    0.000    0.000    0.000    0.000 elements.py:3817(_make_proxy)
        1    0.000    0.000    0.000    0.000 query.py:2929(<listcomp>)
        1    0.000    0.000    0.000    0.000 api_resource.py:527(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:32(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:803(__and__)
       70    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 query.py:4057(setup_entity)
        1    0.000    0.000    0.000    0.000 query.py:4064(corresponds_to)
        2    0.000    0.000    0.000    0.000 selectable.py:1878(as_scalar)
        3    0.000    0.000    0.000    0.000 elements.py:3489(__init__)
        2    0.000    0.000    0.000    0.000 query.py:4076(row_processor)
       32    0.000    0.000    0.000    0.000 elements.py:4122(<genexpr>)
       26    0.000    0.000    0.000    0.000 type_api.py:56(__init__)
        1    0.000    0.000    0.000    0.000 base_request.py:361(stream)
        4    0.000    0.000    0.000    0.000 functions.py:291(__getattr__)
        1    0.000    0.000    0.000    0.000 functions.py:534(<listcomp>)
       22    0.000    0.000    0.000    0.000 sqltypes.py:1566(__init__)
       15    0.000    0.000    0.000    0.000 datastructures.py:545(items)
        1    0.000    0.000    0.000    0.000 attributes.py:148(_query_clause_element)
        5    0.000    0.000    0.000    0.000 attributes.py:199(property)
        2    0.000    0.000    0.000    0.000 sre_compile.py:376(_mk_bitmap)
       22    0.000    0.000    0.000    0.000 sqltypes.py:1623(result_processor)
      225    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 local.py:327(__bool__)
        1    0.000    0.000    0.000    0.000 decoder.py:363(decode)
        8    0.000    0.000    0.000    0.000 sre_parse.py:253(get)
        1    0.000    0.000    0.000    0.000 api_resource.py:733(get_perms_find_filter)
        2    0.000    0.000    0.000    0.000 selectable.py:3567(__init__)
        2    0.000    0.000    0.000    0.000 base_response.py:292(_set_status_code)
        1    0.000    0.000    0.000    0.000 types.py:21(__init__)
        1    0.000    0.000    0.000    0.000 types.py:567(__init__)
        3    0.000    0.000    0.000    0.000 attributes.py:257(__init__)
        3    0.000    0.000    0.000    0.000 sqltypes.py:1454(result_processor)
        1    0.000    0.000    0.000    0.000 local.py:365(<lambda>)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       13    0.000    0.000    0.000    0.000 mapper.py:1935(_single_table_criterion)
        6    0.000    0.000    0.000    0.000 mapper.py:2972(_event_on_first_init)
        1    0.000    0.000    0.000    0.000 elements.py:2235(literal_column)
        2    0.000    0.000    0.000    0.000 _collections.py:913(_manage_size)
        3    0.000    0.000    0.000    0.000 globals.py:35(_lookup_req_object)
        1    0.000    0.000    0.000    0.000 strategies.py:835(<listcomp>)
       30    0.000    0.000    0.000    0.000 sqltypes.py:1301(<genexpr>)
        3    0.000    0.000    0.000    0.000 datastructures.py:404(__init__)
        1    0.000    0.000    0.000    0.000 hybrid.py:818(__clause_element__)
        2    0.000    0.000    0.000    0.000 type_api.py:419(_type_affinity)
        6    0.000    0.000    0.000    0.000 _collections.py:689(<genexpr>)
        1    0.000    0.000    0.000    0.000 wsgi.py:928(read)
        1    0.000    0.000    0.000    0.000 wsgi.py:202(get_input_stream)
        2    0.000    0.000    0.000    0.000 weakref.py:109(remove)
        1    0.000    0.000    0.000    0.000 query.py:2229(_prepare_right_side)
       13    0.000    0.000    0.000    0.000 mapper.py:1954(_with_polymorphic_selectable)
        8    0.000    0.000    0.000    0.000 elements.py:2759(_from_objects)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:376(raw_decode)
       13    0.000    0.000    0.000    0.000 sre_parse.py:232(__next)
        4    0.000    0.000    0.000    0.000 enum.py:267(__call__)
        2    0.000    0.000    0.000    0.000 selectable.py:2847(_scalar_type)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
       19    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 strategies.py:1091(_create_collection_loader)
        7    0.000    0.000    0.000    0.000 type_api.py:344(_has_bind_expression)
       30    0.000    0.000    0.000    0.000 sqltypes.py:1331(<genexpr>)
        2    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
        5    0.000    0.000    0.000    0.000 sre_parse.py:248(match)
      110    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        3    0.000    0.000    0.000    0.000 enumerated.py:44(<listcomp>)
        4    0.000    0.000    0.000    0.000 strategies.py:452(visit_bindparam)
        1    0.000    0.000    0.000    0.000 relationships.py:967(of_type)
        3    0.000    0.000    0.000    0.000 sqltypes.py:977(__init__)
        1    0.000    0.000    0.000    0.000 datastructures.py:1138(__contains__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 blueprint.py:115(after)
        3    0.000    0.000    0.000    0.000 elements.py:2893(__init__)
        5    0.000    0.000    0.000    0.000 elements.py:3036(__init__)
        2    0.000    0.000    0.000    0.000 type_api.py:1150(copy)
        1    0.000    0.000    0.000    0.000 sqltypes.py:344(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:356(remove)
        2    0.000    0.000    0.000    0.000 elements.py:3545(self_group)
       28    0.000    0.000    0.000    0.000 type_api.py:268(result_processor)
        3    0.000    0.000    0.000    0.000 sqltypes.py:209(bind_processor)
        3    0.000    0.000    0.000    0.000 sqltypes.py:1334(<listcomp>)
        1    0.000    0.000    0.000    0.000 wrappers.py:81(blueprint)
        5    0.000    0.000    0.000    0.000 datastructures.py:560(lists)
        1    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
        1    0.000    0.000    0.000    0.000 query.py:899(correlate)
        6    0.000    0.000    0.000    0.000 relationships.py:1355(property)
        1    0.000    0.000    0.000    0.000 interfaces.py:351(adapt_to_entity)
        5    0.000    0.000    0.000    0.000 elements.py:4322(_const_expr)
        3    0.000    0.000    0.000    0.000 sqltypes.py:1312(_parse_into_values)
        6    0.000    0.000    0.000    0.000 datastructures.py:911(_unicodify_header_value)
        4    0.000    0.000    0.000    0.000 relationships.py:912(__init__)
        1    0.000    0.000    0.000    0.000 base.py:353(_is_aliased_class)
        5    0.000    0.000    0.000    0.000 sqltypes.py:1369(_object_value_for_elem)
        2    0.000    0.000    0.000    0.000 utils.py:266(get_content_type)
        1    0.000    0.000    0.000    0.000 sre_parse.py:173(getwidth)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:517(__new__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 query.py:2941(<listcomp>)
        8    0.000    0.000    0.000    0.000 interfaces.py:363(adapter)
        1    0.000    0.000    0.000    0.000 processors.py:146(to_decimal_processor_factory)
        2    0.000    0.000    0.000    0.000 elements.py:1718(_ifnone)
        6    0.000    0.000    0.000    0.000 sqltypes.py:214(process)
        5    0.000    0.000    0.000    0.000 sqltypes.py:749(__init__)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2408(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:688(__iter__)
       10    0.000    0.000    0.000    0.000 typing.py:889(__extrahook__)
        1    0.000    0.000    0.000    0.000 __init__.py:145(detect_encoding)
        1    0.000    0.000    0.000    0.000 datastructures.py:961(__getitem__)
        4    0.000    0.000    0.000    0.000 _compat.py:135(<lambda>)
        3    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 hybrid.py:830(__init__)
        4    0.000    0.000    0.000    0.000 util.py:711(__init__)
        5    0.000    0.000    0.000    0.000 selectable.py:540(is_derived_from)
        1    0.000    0.000    0.000    0.000 annotation.py:82(_constructor)
        2    0.000    0.000    0.000    0.000 type_api.py:1084(_has_result_processor)
        2    0.000    0.000    0.000    0.000 _collections.py:877(_inc_counter)
        2    0.000    0.000    0.000    0.000 _collections.py:881(get)
        1    0.000    0.000    0.000    0.000 six.py:588(iteritems)
        1    0.000    0.000    0.000    0.000 wsgi.py:880(__init__)
        1    0.000    0.000    0.000    0.000 wsgi.py:182(get_content_length)
        3    0.000    0.000    0.000    0.000 datastructures.py:1178(_validate_value)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 query.py:2029(_update_joinpoint)
        2    0.000    0.000    0.000    0.000 query.py:4025(<listcomp>)
        2    0.000    0.000    0.000    0.000 path_registry.py:84(pairs)
        1    0.000    0.000    0.000    0.000 interfaces.py:348(_query_clause_element)
        1    0.000    0.000    0.000    0.000 schema.py:2684(__iter__)
        1    0.000    0.000    0.000    0.000 elements.py:3061(__getattr__)
        1    0.000    0.000    0.000    0.000 elements.py:3535(type)
        1    0.000    0.000    0.000    0.000 sqltypes.py:661(__init__)
        6    0.000    0.000    0.000    0.000 _collections.py:690(<genexpr>)
        1    0.000    0.000    0.000    0.000 datastructures.py:953(__init__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:828(fix_flags)
        5    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 strategies.py:1002(_setup_outermost_orderby)
        2    0.000    0.000    0.000    0.000 query.py:338(_mapper_entities)
        2    0.000    0.000    0.000    0.000 query.py:605(enable_eagerloads)
        2    0.000    0.000    0.000    0.000 query.py:631(with_labels)
        1    0.000    0.000    0.000    0.000 query.py:3625(type)
        3    0.000    0.000    0.000    0.000 util.py:573(<lambda>)
        2    0.000    0.000    0.000    0.000 attributes.py:273(comparator)
        1    0.000    0.000    0.000    0.000 interfaces.py:340(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:718(escape_literal_column)
        2    0.000    0.000    0.000    0.000 schema.py:2689(<genexpr>)
        2    0.000    0.000    0.000    0.000 elements.py:2901(self_group)
        2    0.000    0.000    0.000    0.000 functions.py:89(clauses)
        4    0.000    0.000    0.000    0.000 functions.py:287(__init__)
        1    0.000    0.000    0.000    0.000 sqltypes.py:554(_effective_decimal_return_scale)
        2    0.000    0.000    0.000    0.000 _collections.py:745(<lambda>)
        1    0.000    0.000    0.000    0.000 datastructures.py:1232(<listcomp>)
        2    0.000    0.000    0.000    0.000 http.py:235(unquote_header_value)
        1    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
        1    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       10    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 api_resource.py:764(_generate_filters_for_virtual_attributes)
        1    0.000    0.000    0.000    0.000 strategies.py:859(<listcomp>)
        2    0.000    0.000    0.000    0.000 strategies.py:879(<genexpr>)
        1    0.000    0.000    0.000    0.000 strategies.py:1028(__init__)
        1    0.000    0.000    0.000    0.000 query.py:3647(adapt_to_selectable)
        2    0.000    0.000    0.000    0.000 query.py:4019(<listcomp>)
        1    0.000    0.000    0.000    0.000 relationships.py:1899(_use_get)
        2    0.000    0.000    0.000    0.000 mapper.py:699(entity)
        1    0.000    0.000    0.000    0.000 mapper.py:2388(common_parent)
        2    0.000    0.000    0.000    0.000 selectable.py:3442(<listcomp>)
        2    0.000    0.000    0.000    0.000 operators.py:942(is_natural_self_precedent)
        1    0.000    0.000    0.000    0.000 elements.py:1711(type)
        4    0.000    0.000    0.000    0.000 type_api.py:254(bind_processor)
        2    0.000    0.000    0.000    0.000 type_api.py:896(load_dialect_impl)
        1    0.000    0.000    0.000    0.000 functions.py:173(get_children)
        1    0.000    0.000    0.000    0.000 _collections.py:116(__new__)
        1    0.000    0.000    0.000    0.000 _collections.py:848(flatten_iterator)
        2    0.000    0.000    0.000    0.000 _collections.py:949(<listcomp>)
        1    0.000    0.000    0.000    0.000 base_request.py:690(_assert_not_shallow)
        2    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:171(append)
        2    0.000    0.000    0.000    0.000 sre_parse.py:285(tell)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:382(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        3    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 api_resource.py:183(can_find)
        1    0.000    0.000    0.000    0.000 api_resource.py:527(<lambda>)
        1    0.000    0.000    0.000    0.000 api_resource.py:757(additional_filters)
        3    0.000    0.000    0.000    0.000 base.py:890(visit_true)
        1    0.000    0.000    0.000    0.000 query.py:1212(_set_enable_single_crit)
        1    0.000    0.000    0.000    0.000 query.py:3633(corresponds_to)
        4    0.000    0.000    0.000    0.000 util.py:551(_memoized_values)
        6    0.000    0.000    0.000    0.000 collections.py:1011(__set)
        3    0.000    0.000    0.000    0.000 selectable.py:3586(self_group)
        2    0.000    0.000    0.000    0.000 elements.py:1725(_instance)
        1    0.000    0.000    0.000    0.000 elements.py:3054(get_children)
        1    0.000    0.000    0.000    0.000 elements.py:3562(get_children)
        2    0.000    0.000    0.000    0.000 elements.py:1652(type)


